1.000000000000000000e+01 7.350400000000000344e-28
1.020899999999999963e+01 7.558599999999999638e-28
1.042300000000000004e+01 7.766900000000000140e-28
1.064100000000000001e+01 7.998400000000000173e-28
1.086400000000000077e+01 8.234499999999999271e-28
1.109099999999999930e+01 8.493700000000000279e-28
1.132399999999999984e+01 8.761900000000000587e-28
1.156099999999999994e+01 9.054400000000000261e-28
1.180300000000000082e+01 9.360499999999999197e-28
1.205000000000000071e+01 9.692900000000000132e-28
1.230199999999999960e+01 1.004399999999999916e-27
1.255899999999999928e+01 1.042399999999999930e-27
1.282199999999999918e+01 1.082699999999999925e-27
1.309099999999999930e+01 1.126399999999999915e-27
1.336500000000000021e+01 1.172900000000000005e-27
1.364499999999999957e+01 1.223200000000000080e-27
1.392999999999999972e+01 1.277100000000000053e-27
1.422199999999999953e+01 1.335199999999999999e-27
1.451999999999999957e+01 1.397499999999999917e-27
1.482300000000000040e+01 1.464600000000000060e-27
1.513400000000000034e+01 1.536600000000000022e-27
1.545100000000000051e+01 1.614200000000000006e-27
1.577399999999999913e+01 1.697400000000000013e-27
1.610399999999999920e+01 1.786800000000000115e-27
1.644099999999999895e+01 1.882799999999999944e-27
1.678500000000000014e+01 1.985699999999999894e-27
1.713700000000000045e+01 2.095999999999999906e-27
1.749599999999999866e+01 2.214100000000000148e-27
1.786199999999999832e+01 2.340499999999999845e-27
1.823600000000000065e+01 2.475599999999999881e-27
1.861700000000000088e+01 2.619800000000000067e-27
1.900700000000000145e+01 2.773700000000000116e-27
1.940500000000000114e+01 2.937600000000000065e-27
1.981099999999999994e+01 3.112099999999999987e-27
2.022599999999999909e+01 3.297699999999999824e-27
2.064900000000000091e+01 3.494799999999999742e-27
2.108200000000000074e+01 3.703800000000000269e-27
2.152299999999999969e+01 3.925300000000000044e-27
2.197400000000000020e+01 4.159600000000000178e-27
2.243299999999999983e+01 4.407400000000000160e-27
2.290299999999999869e+01 4.668900000000000252e-27
2.338299999999999912e+01 4.944799999999999941e-27
2.387199999999999989e+01 5.235300000000000209e-27
2.437199999999999989e+01 5.540900000000000280e-27
2.488200000000000145e+01 5.861899999999999830e-27
2.540299999999999869e+01 6.198899999999999651e-27
2.593499999999999872e+01 6.552200000000000137e-27
2.647700000000000031e+01 6.922100000000000249e-27
2.703200000000000003e+01 7.308900000000000382e-27
2.759799999999999898e+01 7.712999999999999628e-27
2.817500000000000071e+01 8.134700000000000535e-27
2.876500000000000057e+01 8.574200000000000496e-27
2.936700000000000088e+01 9.031800000000000624e-27
2.998199999999999932e+01 9.507699999999999747e-27
